Sample.ID,Sample.ID2,Size,Diet,Diet.1,Genus,Species,Genus.modif,Species.modif,Taxon1,Taxon,Body.mass.mean,Museum.ID.2,Site.Name,Latitude,Longitude ,Cluster,Cluster.2,Level.Age,age estimate,Note.age,Age.Category,Extinction level,Survivor,Trophic level,Tray,Tray.ID,Weight,d15N,d13C,d13C.enamel,d180.enamel-VSMOW,d.180.enamelVPDB,X.N,X.C,C.N,c.N2,commnets,analyzed.at.UNM.publication,Amino Acid 
40541-1233,40541-1233,Large,Herbivore,Browser,Antilocapra,americana,Antilocapra,americana,Antilocapra,Antilocapra,46083,TMM,Starveout Cave,,,,,,,,Holocene,Post-Extinction,Survivor,Post extinction herb,4,C6,0.516,7.9,-19.5,,,,15.9,44.4,2.8,0,,x,
908-3439,908-3439,Large,Herbivore,Browser,Antilocapra,americana,Antilocapra,americana,Antilocapra,Antilocapra,46083,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 5?6, Square C-D, 7-8",3500,,Holocene,Post-Extinction,Survivor,Post extinction herb,5,H12,0.529,6,-19.4,,,,14.9,43.7,2.9,0,,x,
908-3432,908-3432,Large,Herbivore,Browser,Antilocapra,americana,Antilocapra,americana,Antilocapra,Antilocapra,46083,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square C-D, 7-8",1000,,Holocene,Post-Extinction,Survivor,Post extinction herb,4,E12,0.6,6.5,-19.3,,,,15.1,43.9,2.9,0,,x,
40541-1232,40541-1232,Large,Herbivore,Browser,Antilocapra,americana,Antilocapra,americana,Antilocapra,Antilocapra,46083,TMM,Starveout Cave,,,,,,,,Holocene,Post-Extinction,Survivor,Post extinction herb,4,D4,0.561,5,-19.1,,,,15.9,44.8,2.8,0,,x,
908-3829,908-3829,Large,Herbivore,Browser,Antilocapra,americana,Antilocapra,americana,Antilocapra,Antilocapra,46083,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 5?6, Square C-D, 5-6",3500,,Holocene,Post-Extinction,Survivor,Post extinction herb,5,A9,0.532,7.4,-19,,,,15.7,45.8,2.9,0,,x,
908-2017,908-2017,Large,Herbivore,Browser,Antilocapra,americana,Antilocapra,americana,Antilocapra,Antilocapra,46083,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square A-G, 7-8",1000,,Holocene,Post-Extinction,Survivor,Post extinction herb,4,F10,0.514,6.5,-18.9,,,,15.7,44.7,2.8,0,,x,
40541-110,40541-110,Large,Herbivore,Browser,Antilocapra,americana,Antilocapra,americana,Antilocapra,Antilocapra,46083,TMM,Starveout Cave,,,,,,,,Holocene,Post-Extinction,Survivor,Post extinction herb,5,E7,0.58,5.8,-18.9,,,,15.5,43.3,2.8,0,,x,
40541-112,40541-112,Large,Herbivore,Browser,Antilocapra,americana,Antilocapra,americana,Antilocapra,Antilocapra,46083,TMM,Starveout Cave,,,,,,,,Holocene,Post-Extinction,Survivor,Post extinction herb,4,A8,0.594,5.2,-18.1,,,,15.8,43.6,2.8,0,,x,
908-1755,908-1755,Large,Herbivore,Browser,Antilocapra,americana,Antilocapra,americana,Antilocapra,Antilocapra,46083,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square A-G, 5-6",1000,,Holocene,Post-Extinction,Survivor,Post extinction herb,,,,,-17.4,-10.6,,1.4,,,0,0,,XXX,
908-3689,908-3689,Large,Herbivore,Browser,Antilocapra,americana,Antilocapra,americana,Antilocapra,Antilocapra,46083,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square E-F, 7-8",1000,,Holocene,Post-Extinction,Survivor,Post extinction herb,4,G4,0.523,6.1,-13.4,,,,14.2,40.3,2.8,0,,x,
908-938,908-938,Large,Herbivore,Browser,Antilocapra,americana,Antilocapra,americana,Antilocapra,Antilocapra,46083,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 5?6, Square C-D, 1-2, #227",3500,,Holocene,Post-Extinction,Survivor,Post extinction herb,6,B9,0.576,NA,NA,,,,0.9,4.7,5.1,100,,x,
908-2209,908-2209,Large,Herbivore,Browser,Antilocapra,americana,Antilocapra,americana,Antilocapra,Antilocapra,46083,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 3, Square B-C, 2-3",13000,,Pleistocene,Post-Extinction,Extinct,Post extinction herb,,,,,-19.3,-12.5,,0.5,,,0,0,,x,
908-2182,908-2182,Large,Herbivore,Browser,Antilocapra,americana,Antilocapra,americana,Antilocapra,Antilocapra,46083,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone Unknown, Square G-H, 4-5",,,,,Survivor,Post extinction herb,5,G6,0.519,6.9,-19.1,,,,15.4,43.6,2.8,0,,x,
908-4201,908-4201,Large,Herbivore,Browser,Antilocapra,americana,Antilocapra,americana,Antilocapra,Antilocapra,46083,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,previously numbered -3,,,,,Survivor,Post extinction herb,2,B7,0.292,6.4,-18.7,,,,17,47.2,2.8,0,,x,
908-4199,908-4199,Large,Herbivore,Browser,Antilocapra,americana,Antilocapra,americana,Antilocapra,Antilocapra,46083,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,NA,,,,,Survivor,Post extinction herb,1,F8,0.6,8.7,-18.5,,,,15.6,44.6,2.9,0,,x,
908-547,908-547,Large,Herbivore,Browser,Antilocapra,americana,Antilocapra,americana,Antilocapra,Antilocapra,46083,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,,,,,,Survivor,Post extinction herb,,,,,-12.3,-5.5,,-2.3,,,0,0,,x,
31141-34,31141-34,Large,Herbivore,Browser,Antilocapridae,,Antilocapridae,,Antilocapridae,Antilocapridae,46083,TMM,Aransas river,28.070491,-97.225472,Cluster 3,Cluster 2,,,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-9.3,-2.5,,1,,,0,0,,XXX,
Antilocapridae TMM 998 - 116,998-116,Large,Herbivore,,Antilocapridae,,Antilocapridae,,Antilocapridae,Antilocapridae,46083,TMM,Scharbauer Ranch,,,,,,,,,,,,4,A1,0.908,,,,,,bdl,2.3,100,,,7/21/19,
933-2156,933-2156,Large,Carnivore,NA,Arctodus,simus,Arctodus,simus,Arctodus,Arctodus simus,720000,TMM,Friesenhahn Cave,29.62,-98.37,Cluster 5,Cluster 4,NA,18500,From Toomey: 21ka,Pleistocene,Pre-Extinction,Extinct,Pre extinction carn,1,F11,0.477,7.6,-17.3,,,,8.8,30.9,3.5,0,,x,
933-2963,933-2963,Large,Carnivore,NA,Arctodus,simus,Arctodus,simus,Arctodus,Arctodus simus,720000,TMM,Friesenhahn Cave,29.62,-98.37,Cluster 5,Cluster 4,,18500,,Pleistocene,Pre-Extinction,Extinct,Pre extinction carn,5,F7,0.49,9.7,-16.5,,,,9.3,31.2,3.3,0,,x,
45817-1,45817-1,Large,Herbivore,Grazer,Bison,bison,Bison,bison,Bison,Bison,579255,TMM,77 Ranch,,,,,,,,Holocene,Post-Extinction,Survivor,Post extinction herb,5,C4,0.536,6,-12.8,,,,14,42,3,0,,x,
892-218,892-218,Large,Herbivore,Grazer,Bison,bison,Bison,bison,Bison,Bison,579255,TMM,Lubbock Lake,33.62,-101.89,Cluster 4,Cluster 3,Zone 5,7000,,Holocene,Post-Extinction,Survivor,Post extinction herb,5,A6,0.564,7.7,-8.1,,,,14.5,43.1,3,0,,x,
892-484,892-484,Large,Herbivore,Grazer,Bison,bison,Bison,bison,Bison,Bison,579255,TMM,Lubbock Lake,33.62,-101.89,Cluster 4,Cluster 3,,,,,,Survivor,,5,C3,0.565,NA,-27.3,,,,0.7,17,24.1,100,,x,
1018-71,1018-71,Large,Herbivore,Grazer,Bison,bison,Bison,bison,Bison,Bison,579255,TMM,Sitter Ranch,35,-100.5,,Cluster 3,,,,,,Survivor,,4,D9,0.595,6.3,-10.1,,,,14.1,43.1,3.1,0,,x,
1018-13,1018-13,Large,Herbivore,Grazer,Bison,bison,Bison,bison,Bison,Bison,579255,TMM,Sitter Ranch,35,-100.5,,Cluster 3,,,,,,Survivor,,5,C10,0.52,6.1,-9.2,,,(AC35-30.86)/1.03086,13.6,40,2.9,0,,x,
1018-70,1018-70,Large,Herbivore,Grazer,Bison,bison,Bison,bison,Bison,Bison,579255,TMM,Sitter Ranch,35,-100.5,,Cluster 3,,,,,,Survivor,,4,C9,0.523,6.3,-8.2,,,,14.7,41.6,2.8,0,,x,
908-571,908-571,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square G-H, 8-9",1000,,Holocene,Post-Extinction,Survivor,Post extinction herb,4,B11,0.59,6.3,-13,,,,15.5,45.3,2.9,0,,x,
908-2142,908-2142,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square A-G, 9-10",1000,,Holocene,Post-Extinction,Survivor,Post extinction herb,4,E2,0.542,6,-12.3,,,,14.9,42.5,2.9,0,,x,
908-2139,908-2139,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square A-G, 9-10",1000,,Holocene,Post-Extinction,Survivor,Post extinction herb,5,H2,0.519,6.5,-11.9,,,,13.8,41.4,3,0,,x,
908-3850,908-3850,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square A-G, 8-9",1000,,Holocene,Post-Extinction,Survivor,Post extinction herb,5,G7,0.593,6.2,-11.9,,,,14.6,41.7,2.8,0,,x,
908-250,908-250,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square A-B, 7-8",1000,,Holocene,Post-Extinction,Survivor,Post extinction herb,4,E9,0.545,6.9,-11.8,,,,14.8,44,3,0,,x,
908-4352,908-4352,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square G-H, 8-9",1000,,Holocene,Post-Extinction,Survivor,,,,,,-11.6,-4.8,,2,,,0,0,,x,
908-2140,908-2140,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square A-G, 9-10",1000,,Holocene,Post-Extinction,Survivor,Post extinction herb,5,D9,0.52,6.4,-11.5,,,,15.2,43.7,2.9,0,,x,
908-4353,908-4353,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,Disturbed Fill,2000,We estimate that this material is Holocene based on the descriptions of where the poached material came from,Holocene,Post-Extinction,Survivor,,4,A2,0.561,6.5,-11.5,,,,12.9,37.1,2.9,0,,x,
908-2003,908-2003,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square A-G, 7-8",1000,,Holocene,Post-Extinction,Survivor,Post extinction herb,5,E8,0.523,6.4,-11.3,,,,15.2,43.9,2.9,0,,x,
908-248,908-248,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square A-B, 7-8",1000,,Holocene,Post-Extinction,Survivor,Post extinction herb,4,B5,0.567,6.1,-11.3,,,,16.2,45.8,2.8,0,,x,
908-3474,908-3474,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,Test pit 5,,,Holocene,Post-Extinction,Survivor,,5,A11,0.544,7.2,-11.2,,,,14.6,43.8,3,0,,x,
908-829,908-829,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square B-C, 7-8",1000,,Holocene,Post-Extinction,Survivor,Post extinction herb,4,B3,0.548,5.7,-10.9,,,,14.9,42.5,2.8,0,,x,
908-831,908-831,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square B-C, 7-8",1000,,Holocene,Post-Extinction,Survivor,Post extinction herb,5,H6,0.594,5.3,-10.8,,,,15.3,44.1,2.9,0,,x,
908-1937,908-1937,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square A-G, 6-7",1000,,Holocene,Post-Extinction,Survivor,Post extinction herb,5,C4,0.531,5.3,-10,,,,15.4,45.4,2.9,0,,x,X
908-259,908-259,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square A-B, 7-8",1000,,Holocene,Post-Extinction,Survivor,Post extinction herb,4,D11,0.527,5.5,-10,,,,15.4,44.5,2.9,0,,x,
908-3364,908-3364,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square C-D, 8-9",1000,,Holocene,Post-Extinction,Survivor,Post extinction herb,5,F6,0.554,5.5,-10,,,,15.8,43.5,2.8,0,,x,
908-3438,908-3438,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 5?6, Square C-D, 7-8",3500,,Holocene,Post-Extinction,Survivor,Post extinction herb,6,B2,0.519,6.7,-9.9,,,,13.9,42.1,3,0,,x,
908-832,908-832,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square B-C, 7-8",1000,,Holocene,Post-Extinction,Survivor,Post extinction herb,5,A8,0.57,5.7,-9.7,,,,14.7,45.4,3.1,0,,x,X
908-565,908-565,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square G-H, 8-9",1000,,Holocene,Post-Extinction,Survivor,Post extinction herb,5,E2,0.542,6.6,-9.6,,,,15.3,43.8,2.9,0,,x,
908-834,908-834,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square B-C, 7-8",1000,,Holocene,Post-Extinction,Survivor,Post extinction herb,6,A6,0.553,5.3,-9.6,,,,14.1,42.3,3,0,,x,
908-500,908-500,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square G-H, 7-8",1000,,Holocene,Post-Extinction,Survivor,Post extinction herb,5,C11,0.524,5.5,-9.3,,,,15.7,45.3,2.9,0,,x,X
908-816,908-816,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square B-C, 7-8",1000,,Holocene,Post-Extinction,Survivor,Post extinction herb,5,H4,0.55,5.1,-9.3,,,,15,43,2.9,0,,x,
908-1089,908-1089,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 5?6, Square C-D, 5-6",3500,,Holocene,Post-Extinction,Survivor,Post extinction herb,4,B9,0.552,5.6,-9.2,,,,15.3,43.1,2.8,0,,x,
908-500,908-500,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square G-H, 7-8",1000,,Holocene,Post-Extinction,Survivor,Post extinction herb,1,F4,0.581,5.7,-8.7,,,,15.3,45.2,3,0,,x,
937-492,937-492,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Blackwater Draw,34.23,-103.42,Cluster 4,Cluster 3,,15000,really rough estimate estimate since it is reported to be Post-LGM,Pleistocene,Pre-Extinction,Survivor,Pre extinction herb,5,B6,0.589,NA,-28.2,,,,bdl,33.3,100,100,,x,
937-589,937-589,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Blackwater Draw,34.23,-103.42,Cluster 4,Cluster 3,Brackwater draw,15000,really rough estimate estimate since it is reported to be Post-LGM,Pleistocene,Pre-Extinction,Survivor,Pre extinction herb,5,B5,0.539,NA,-27.8,,,,bdl,6.4,100,100,,x,
30697-94,30697-94,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,50000,,Pleistocene,Pre-Extinction,Survivor,Pre extinction herb,5,D5,0.564,4.4,-26.4,,,,4.5,35.4,7.8,100,,x,
40450-1619,40450-1619,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Cave Without A Name,29.88,-98.62,Cluster 5,Cluster 4,Late Pleistocene,13000,assigned 13ka,Pleistocene,Pre-Extinction,Survivor,Pre extinction herb,5,D4,0.526,10.2,-14.9,,,,14.3,42.9,3,0,,x,
40450-2560,40450-2560,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Cave Without A Name,29.88,-98.62,Cluster 5,Cluster 4,Late Pleistocene,13000,assigned 13ka,Pleistocene,Pre-Extinction,Survivor,Pre extinction herb,5,B1,0.591,8.9,-14.1,,,,4.6,13.8,3,0,,x,X
40450-1976,40450-1976,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Cave Without A Name,29.88,-98.62,Cluster 5,Cluster 4,Late Pleistocene,13000,,Pleistocene,Pre-Extinction,Survivor,Pre extinction herb,,,,,-12.5,-5.7,,0,,,0,0,,,
40450-2552,40450-2552,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Cave Without A Name,29.88,-98.62,Cluster 5,Cluster 4,Late Pleistocene,13000,,Pleistocene,Pre-Extinction,Survivor,Pre extinction herb,5,F5,0.543,9.6,-11.4,,,,7.6,25.4,3.3,0,,x,
41229-uncat,41229-uncat,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,,21000,,Pleistocene,Pre-Extinction,Survivor,Pre extinction herb,2,A10,0.293,7.2,-11.3,,,,15.3,42.4,2.8,0,,x,
40450-437,40450-437,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Cave Without A Name,29.88,-98.62,Cluster 5,Cluster 4,Late Pleistocene,13000,assigned 13ka,Pleistocene,Pre-Extinction,Survivor,Pre extinction herb,5,D7,0.526,9.3,-10.8,,,,5.7,17.4,3.1,0,,x,
40450-2554,40450-2554,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Cave Without A Name,29.88,-98.62,Cluster 5,Cluster 4,Late Pleistocene,13000,assigned 13ka,Pleistocene,Pre-Extinction,Survivor,Pre extinction herb,5,B2,0.535,9.1,-9.9,,,,10.6,32.2,3,0,,x,X
40450-2571,40450-2571,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Cave Without A Name,29.88,-98.62,Cluster 5,Cluster 4,Area A,13000,,Pleistocene,Pre-Extinction,Survivor,Pre extinction herb,,,,,-9.4,-2.6,,-5.9,,,0,0,,x,
30967-939,30967-939,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,50000,,Pleistocene,Pre-Extinction,Survivor,Pre extinction herb,,,,,-6.8,0,,-1.6,,,0,0,,x,
41229-7198,41229-7198,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,NA,,,,,Survivor,,1,H5,0.6,11.6,-14.8,,,,6.5,19.8,3,0,,x,
1018-69,1018-69,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Sitter Ranch,35,-100.5,,Cluster 3,no tag information associated with this specimen,,,,,Survivor,,4,E4,0.58,6.5,-12.3,,,,11.6,39.7,3.4,0,,x,
908-343,908-343,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,NA,,,,,Survivor,,1,F3,0.537,5.4,-10.8,,,,14.9,44.4,3,0,,x,
1018-72,1018-72,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Sitter Ranch,35,-100.5,,Cluster 3,no tag information associated with this specimen,,,,,Survivor,,4,D2,0.545,6.9,-9.7,,,,14.6,43.2,3,0,,x,
43423-1,43423-1,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Mustang Branch,,,,,,,,,,Survivor,,5,C8,0.573,5.8,-9.5,,,,14.9,42.4,2.8,0,,x,
908-3841,908-3841,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,Test Pit 5,,,,,Survivor,,5,E1,0.557,5.8,-8.5,,,,15.1,43.8,2.9,0,,x,
41229-10809,41229-10809,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,NA,,,,,Survivor,,1,H8,0.561,9.7,-8.3,,,,16.5,45.5,2.8,0,,x,
1018-75,1018-75,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Sitter Ranch,35,-100.5,,Cluster 3,no tag information associated with this specimen,,,,,Survivor,,4,C8,0.558,7.5,-8.3,,,,14,40.8,2.9,0,,x,
892-2E,892-2E,Large,Herbivore,Grazer,Bison,antiguus,Bison,sp.,Bison,Bison,579255,TMM,Lubbock Lake,33.62,-101.89,Cluster 4,Cluster 3,,,,,,Survivor,,,,,,-8,-1.2,,-5,,,0,0,,XXX,
892-,892-,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Lubbock Lake,33.62,-101.89,Cluster 4,Cluster 3,,,,,,Survivor,,5,D8,0.55,NA,NA,,,,bdl,3.3,100,100,,x,
Bison TMM 30839 - 111,30839-111,Large,Herbivore,,Bison,,Bison,,Bison,Bison,579255,TMM,Morhiss Mound,,,,,,,,,,,,4,A2,0.925,9.6,-11.8,,,,14.6,44.6,3.1,,,7/21/19,
Bison TMM 41229 - 12138,41229-12138,Large,Herbivore,,Bison,,Bison,,Bison,Bison,579255,TMM,Hall's Cave,,,,,212,,,Pleistocene,Pre-Extinction,Survivor,,4,A3,0.928,10.6,-10.7,,,,15.7,44.7,2.8,,,7/21/19,
41229-10803,41229-10803,Large,Herbivore,Grazer,Bison,antiquus,Bison,antiguus,Bison antiguus,Bison antiguus,579255,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,NA,21577,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,1,H7,0.523,7,-12.3,,,,13.5,38.3,2.8,0,,x,X
41229-1362,41229-1362,Large,Herbivore,Grazer,Bison,antiquus,Bison,antiguus,Bison antiguus,Bison antiguus,579255,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,,14977,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,2,A4,0.28,10.4,-9.3,,,,16.6,46.2,2.8,0,,x,
892-6K or 6A,892-6K or 6A,Large,Herbivore,Grazer,Bison,antiquus,Bison,antiguus,Bison antiguus,Bison antiguus,579255,TMM,Lubbock Lake,33.62,-101.89,Cluster 4,Cluster 3,,,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,5,B4,0.551,6.3,-9,,,,16.5,46.5,2.8,0,question mark removed from antiguus,x,
892-6CK-Bison-1,892-6CK-Bison-1,Large,Herbivore,Grazer,Bison,antiquus,Bison,antiguus,Bison antiguus,Bison antiguus,579255,TMM,Lubbock Lake,33.62,-101.89,Cluster 4,Cluster 3,,,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,5,A7,0.525,7.6,-8.9,,,,15.5,44.6,2.9,0,question mark removed from antiguus,x,
892-6CK-Bison-2,892-6CK-Bison-2,Large,Herbivore,Grazer,Bison,antiquus,Bison,antiguus,Bison antiguus,Bison antiguus,579255,TMM,Lubbock Lake,33.62,-101.89,Cluster 4,Cluster 3,,,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,5,A12,0.516,7.9,-8.3,,,,16.3,45.7,2.8,0,question mark removed from antiguus,x,
30967-1230,30967-1230,Large,Herbivore,Grazer,Bison,antiquus,Bison,antiguus,Bison antiguus,Bison antiguus,579255,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,5,C7,0.511,NA,NA,,,,bdl,2.5,100,100,,x,
892-270,892-270,Large,Herbivore,Grazer,Bison,latifrans,Bison,latifrans,Bison latifrons,Bison latifrons,900000,TMM,Lubbock Lake,33.62,-101.89,Cluster 4,Cluster 3,Zone 5,7000,,Pleistocene,Pre-Extinction,Extinct,Post extinction herb,5,H10,0.571,NA,-28,,,,bdl,48.2,100,100,question mark removed from antiguus,x,
1273-1,1273-1,Large,Herbivore,Grazer,Bison,latifrans,Bison,latifrans,Bison latifrons,Bison latifrons,900000,TMM,,,,,,,,,Pleistocene,Pre-Extinction,Extinct,,5,D6,0.523,1,-27,,,,2.1,18.6,9,100,,x,
908-2391,908-2391,Large,Herbivore,Grazer,Camelops,,Camelops,hesternus,Camelops,Camelops,1100000,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 3, Square B-C, 2-3",13000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,5,F11,0.37,NA,-27.9,,,,bdl,22,100,100,,x,
30967-1599,30967-1599,Large,Herbivore,Grazer,Camelops,,Camelops,hesternus,Camelops,Camelops,1100000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,5,D9,0.578,NA,-27.3,,,,0.4,23.6,53.4,100,,x,
30967-1595,30967-1595,Large,Herbivore,Grazer,Camelops,,Camelops,hesternus,Camelops,Camelops,1100000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,Late Pleistocene (Pit #1),50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,5,B8,0.544,NA,-24.9,,,,1.7,9.4,5.4,100,,x,
